site,latitude,longitude,zone,length_m,width_m,height_m,orientation_deg,wall_material,wall_thickness_m,roof_material,roof_thickness_m,insulation_material,insulation_thickness_m,window_wall,window_width_m,window_height_m,window_shgc,window_u_w_m2k,hot_mean_c,hot_max_c,hot_comfort_fraction,cold_min_c
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,concrete,0.15,gi_sheet,0.002,eps,0.025,north,1.8,1.2,0.85,2.6,41.036,44.976,0.0,7.102
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,brick,0.345,gi_sheet,0.002,mineral_wool,0.05,west,1.5,1.2,0.35,2.6,37.552,39.044,0.0,7.066
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,puf_sandwich_panel,0.05,mineral_wool,0.1,north,1.5,1.5,0.45,2.6,37.499,43.196,0.0179,7.372
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,gi_sheet,0.002,mineral_wool,0.025,west,1.2,1.2,0.45,3.5,39.769,48.834,0.0119,7.377
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,rammed_earth,0.3,concrete,0.2,mineral_wool,0.025,north,0.6,0.6,0.75,5.8,38.244,39.973,0.0,7.064
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,puf_sandwich_panel,0.05,none,0.0,north,0.6,1.2,0.45,2.6,42.399,54.181,0.0179,7.393
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.15,puf_sandwich_panel,0.15,none,0.0,south,0.9,1.5,0.65,5.8,35.583,40.687,0.0298,7.446
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,brick,0.345,concrete,0.1,eps,0.1,west,0.6,1.5,0.65,2.6,36.447,37.357,0.0,7.062
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,plywood,0.05,concrete,0.1,mineral_wool,0.025,east,0.6,1.5,0.55,5.8,38.951,43.938,0.0,7.218
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,plywood,0.05,rcc_slab,0.2,eps,0.1,north,0.6,1.2,0.35,3.5,35.805,37.714,0.0,7.161
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,concrete,0.1,puf_sandwich_panel,0.1,mineral_wool,0.1,north,1.2,0.9,0.65,5.8,36.777,38.839,0.0,7.128
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.05,concrete,0.15,eps,0.05,west,0.9,0.6,0.75,5.8,36.043,38.664,0.0,7.209
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,concrete,0.15,concrete,0.2,none,0.0,south,1.8,0.9,0.65,2.6,43.527,49.715,0.0,7.081
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,rammed_earth,0.45,puf_sandwich_panel,0.05,mineral_wool,0.025,north,0.6,1.5,0.65,5.8,37.315,38.536,0.0,7.058
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,concrete,0.1,brick,0.23,eps,0.1,east,1.8,1.2,0.85,3.5,38.116,40.393,0.0,7.099
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.075,brick,0.115,mineral_wool,0.1,north,1.8,1.2,0.85,3.5,37.948,42.046,0.0,7.246
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,brick,0.345,puf_sandwich_panel,0.075,mineral_wool,0.1,west,0.9,0.6,0.75,5.8,35.966,36.652,0.0,7.065
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,brick,0.23,puf_sandwich_panel,0.15,eps,0.1,north,1.2,0.9,0.55,3.5,36.079,37.141,0.0,7.085
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.15,concrete,0.15,none,0.0,north,1.8,1.5,0.45,2.6,41.902,49.978,0.0,7.207
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,concrete,0.1,gi_sheet,0.002,eps,0.1,north,1.5,1.5,0.35,3.5,37.377,39.806,0.0,7.132
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,plywood,0.012,concrete,0.15,eps,0.1,east,0.6,0.9,0.45,3.5,36.349,39.133,0.0,7.203
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.1,gi_sheet,0.002,mineral_wool,0.025,east,1.8,1.5,0.65,3.5,39.584,47.167,0.0179,7.43
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,plywood,0.03,concrete,0.15,none,0.0,north,1.8,0.6,0.45,2.6,43.055,53.263,0.0,7.195
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.15,puf_sandwich_panel,0.075,mineral_wool,0.1,south,1.8,1.2,0.45,3.5,35.788,40.564,0.0298,7.409
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,gi_sheet,0.002,none,0.0,south,1.5,1.5,0.85,5.8,44.372,60.067,0.0179,7.377
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,rammed_earth,0.45,rcc_slab,0.15,eps,0.025,east,1.8,0.9,0.65,2.6,38.683,40.508,0.0,7.055
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.05,brick,0.23,mineral_wool,0.05,west,0.9,1.2,0.45,3.5,36.312,38.89,0.0,7.181
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,brick,0.345,brick,0.115,eps,0.025,south,0.6,1.5,0.85,5.8,38.771,40.722,0.0,7.062
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,brick,0.345,gi_sheet,0.002,none,0.0,south,1.8,1.2,0.45,5.8,43.081,47.728,0.0,7.067
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,rammed_earth,0.15,puf_sandwich_panel,0.1,eps,0.1,west,1.8,0.6,0.75,3.5,36.58,38.434,0.0,7.117
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,brick,0.23,rcc_slab,0.15,eps,0.025,east,0.6,0.6,0.35,3.5,38.577,40.634,0.0,7.074
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.05,concrete,0.15,mineral_wool,0.025,south,1.5,1.2,0.85,5.8,38.782,43.746,0.0,7.209
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.1,concrete,0.15,eps,0.1,north,1.8,1.2,0.75,5.8,37.501,40.779,0.0,7.206
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,plywood,0.019,concrete,0.15,mineral_wool,0.025,west,1.8,1.5,0.85,3.5,41.153,48.798,0.0,7.2
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,brick,0.345,concrete,0.1,none,0.0,west,1.2,0.6,0.65,3.5,42.466,46.316,0.0,7.062
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.075,concrete,0.15,mineral_wool,0.1,north,0.9,1.2,0.45,2.6,35.47,37.564,0.0,7.201
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,rammed_earth,0.3,concrete,0.2,mineral_wool,0.025,east,1.8,1.2,0.65,2.6,39.48,41.783,0.0,7.066
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,plywood,0.019,brick,0.115,mineral_wool,0.05,north,1.8,0.6,0.85,2.6,38.182,42.845,0.0,7.241
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,puf_sandwich_panel,0.05,mineral_wool,0.05,south,0.6,1.2,0.35,3.5,37.392,42.64,0.0179,7.384
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,rammed_earth,0.45,brick,0.23,mineral_wool,0.05,south,0.9,1.2,0.55,3.5,37.098,38.179,0.0,7.053
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,puf_sandwich_panel,0.15,mineral_wool,0.05,north,1.8,0.9,0.85,2.6,38.978,45.304,0.0119,7.381
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,brick,0.115,rcc_slab,0.1,eps,0.1,east,0.6,0.9,0.85,5.8,36.716,38.476,0.0,7.112
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,concrete,0.2,eps,0.05,north,1.2,1.5,0.45,2.6,38.497,42.32,0.0,7.169
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,brick,0.345,gi_sheet,0.002,none,0.0,east,0.6,1.5,0.45,5.8,42.888,47.263,0.0,7.065
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,concrete,0.3,brick,0.115,mineral_wool,0.05,south,1.8,1.5,0.45,2.6,38.425,40.235,0.0,7.062
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,brick,0.23,mineral_wool,0.1,north,1.2,1.2,0.85,3.5,38.444,41.819,0.0,7.168
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.075,concrete,0.2,eps,0.05,east,1.2,0.9,0.35,5.8,35.986,38.306,0.0,7.178
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,gi_sheet,0.002,none,0.0,east,0.9,1.5,0.35,5.8,44.028,58.823,0.0179,7.375
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,plywood,0.05,brick,0.115,mineral_wool,0.025,west,0.6,0.6,0.45,3.5,38.443,43.084,0.0,7.221
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,plywood,0.019,gi_sheet,0.002,eps,0.025,west,1.2,0.6,0.35,5.8,39.112,46.701,0.0179,7.403
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,plywood,0.012,gi_sheet,0.002,eps,0.025,west,1.5,1.5,0.55,3.5,39.926,48.717,0.0119,7.422
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,rcc_slab,0.2,eps,0.025,south,1.2,0.9,0.75,5.8,39.878,44.906,0.0,7.169
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,puf_sandwich_panel,0.075,mineral_wool,0.025,north,1.2,0.6,0.35,3.5,38.394,44.859,0.0179,7.391
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,rammed_earth,0.3,puf_sandwich_panel,0.15,eps,0.025,south,0.6,1.5,0.45,3.5,37.082,38.476,0.0,7.075
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,brick,0.23,rcc_slab,0.1,mineral_wool,0.1,west,0.6,1.5,0.75,3.5,36.578,37.745,0.0,7.077
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,brick,0.115,rcc_slab,0.25,eps,0.025,east,1.2,1.5,0.65,2.6,40.264,43.55,0.0,7.093
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,brick,0.23,none,0.0,west,1.5,1.5,0.55,3.5,43.175,54.005,0.0,7.173
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,gi_sheet,0.002,eps,0.1,north,0.6,1.2,0.45,5.8,36.694,41.648,0.0179,7.373
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.05,puf_sandwich_panel,0.05,eps,0.05,south,1.5,0.9,0.35,2.6,35.48,39.54,0.0357,7.465
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,rammed_earth,0.3,brick,0.23,eps,0.05,west,1.2,0.9,0.65,2.6,37.478,38.912,0.0,7.065
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,rammed_earth,0.3,puf_sandwich_panel,0.1,eps,0.025,south,1.2,0.6,0.45,2.6,36.984,38.348,0.0,7.074
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,plywood,0.05,brick,0.23,eps,0.025,west,1.5,0.9,0.65,5.8,39.271,43.391,0.0,7.165
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,concrete,0.3,puf_sandwich_panel,0.075,mineral_wool,0.05,north,1.5,1.2,0.65,2.6,38.134,39.782,0.0,7.065
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,rammed_earth,0.3,brick,0.23,eps,0.1,west,0.6,0.6,0.55,2.6,35.741,36.376,0.0,7.064
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,plywood,0.012,brick,0.23,mineral_wool,0.025,east,1.8,1.2,0.65,2.6,40.166,45.858,0.0,7.179
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,rammed_earth,0.15,brick,0.115,eps,0.05,south,0.9,1.2,0.35,3.5,37.584,39.735,0.0,7.102
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,concrete,0.2,puf_sandwich_panel,0.075,mineral_wool,0.1,west,0.9,1.2,0.85,2.6,36.969,38.447,0.0,7.082
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.075,rcc_slab,0.1,eps,0.025,east,1.2,0.9,0.75,3.5,37.752,42.659,0.0,7.254
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,brick,0.23,gi_sheet,0.002,eps,0.1,south,1.2,1.2,0.75,2.6,37.328,38.988,0.0,7.085
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.075,concrete,0.2,eps,0.1,east,1.8,1.2,0.85,5.8,38.493,41.799,0.0,7.177
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,brick,0.115,brick,0.115,none,0.0,west,1.5,1.2,0.85,2.6,43.972,51.613,0.0,7.115
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,brick,0.345,brick,0.115,eps,0.1,north,0.9,0.6,0.65,3.5,36.052,36.769,0.0,7.061
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,rammed_earth,0.3,gi_sheet,0.002,mineral_wool,0.025,west,1.8,1.2,0.35,3.5,38.678,40.868,0.0,7.076
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,plywood,0.05,rcc_slab,0.15,eps,0.05,north,0.6,1.5,0.45,5.8,37.188,40.312,0.0,7.185
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,rammed_earth,0.45,puf_sandwich_panel,0.1,eps,0.025,west,0.9,1.2,0.45,5.8,36.939,38.044,0.0,7.058
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,concrete,0.1,puf_sandwich_panel,0.1,mineral_wool,0.025,south,1.5,0.6,0.35,5.8,38.478,41.627,0.0,7.13
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,concrete,0.1,puf_sandwich_panel,0.15,eps,0.1,east,0.6,1.5,0.75,5.8,37.05,39.18,0.0,7.13
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,concrete,0.1,rcc_slab,0.2,eps,0.05,north,0.6,0.6,0.55,3.5,37.771,39.811,0.0,7.096
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,brick,0.115,rcc_slab,0.25,eps,0.025,north,0.6,0.6,0.45,2.6,38.934,41.587,0.0,7.092
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,plywood,0.012,gi_sheet,0.002,mineral_wool,0.025,east,1.8,1.5,0.75,3.5,41.056,50.886,0.0119,7.416
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,rammed_earth,0.45,brick,0.115,eps,0.025,west,1.2,1.2,0.75,2.6,38.709,40.562,0.0,7.056
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,rammed_earth,0.15,puf_sandwich_panel,0.075,eps,0.1,east,0.6,0.9,0.55,2.6,35.842,37.236,0.0,7.116
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,plywood,0.03,rcc_slab,0.2,mineral_wool,0.1,south,1.8,1.2,0.85,5.8,38.328,42.113,0.0,7.164
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,concrete,0.2,brick,0.115,mineral_wool,0.05,north,1.2,1.5,0.55,2.6,38.751,40.849,0.0,7.077
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,plywood,0.03,brick,0.115,mineral_wool,0.025,east,1.5,0.9,0.45,3.5,39.239,45.129,0.0,7.236
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,brick,0.23,concrete,0.15,eps,0.025,north,1.8,1.2,0.85,5.8,40.718,43.673,0.0,7.076
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,concrete,0.1,concrete,0.1,eps,0.05,north,1.8,0.6,0.35,2.6,38.047,40.521,0.0,7.111
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,brick,0.345,rcc_slab,0.2,mineral_wool,0.025,south,1.8,1.5,0.75,3.5,39.983,42.489,0.0,7.06
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,rammed_earth,0.3,gi_sheet,0.002,mineral_wool,0.1,west,1.8,1.2,0.75,5.8,37.793,39.546,0.0,7.076
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,rammed_earth,0.3,gi_sheet,0.002,mineral_wool,0.1,west,0.6,0.6,0.45,3.5,35.635,36.357,0.0,7.073
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,concrete,0.2,puf_sandwich_panel,0.1,eps,0.1,north,0.6,1.5,0.55,5.8,36.52,37.706,0.0,7.083
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,brick,0.345,puf_sandwich_panel,0.075,eps,0.025,south,1.2,1.2,0.45,3.5,37.658,39.197,0.0,7.066
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,brick,0.23,rcc_slab,0.1,mineral_wool,0.1,south,1.2,1.2,0.75,5.8,36.98,38.375,0.0,7.078
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,rammed_earth,0.15,puf_sandwich_panel,0.1,eps,0.025,north,1.5,1.2,0.85,5.8,39.474,42.718,0.0,7.12
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,plywood,0.05,gi_sheet,0.002,eps,0.05,south,1.5,0.6,0.85,5.8,37.721,43.69,0.0,7.339
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,plywood,0.03,puf_sandwich_panel,0.1,none,0.0,west,1.2,0.6,0.35,2.6,39.992,48.608,0.0119,7.393
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,rammed_earth,0.3,gi_sheet,0.002,eps,0.1,south,1.5,1.5,0.85,3.5,38.268,40.243,0.0,7.076
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,brick,0.115,gi_sheet,0.002,eps,0.025,east,0.6,1.2,0.85,2.6,39.33,43.106,0.0,7.132
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.1,rcc_slab,0.25,eps,0.025,east,1.8,1.5,0.85,2.6,39.721,43.745,0.0,7.156
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,concrete,0.2,concrete,0.15,mineral_wool,0.1,west,1.8,1.2,0.45,5.8,37.913,39.549,0.0,7.074
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,concrete,0.15,mineral_wool,0.025,north,0.9,0.6,0.35,2.6,39.321,44.487,0.0,7.194
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,brick,0.23,puf_sandwich_panel,0.1,none,0.0,west,1.5,0.6,0.45,5.8,39.963,43.075,0.0,7.085
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,brick,0.23,brick,0.115,mineral_wool,0.025,west,1.8,0.9,0.45,5.8,39.395,41.902,0.0,7.079
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,plywood,0.05,concrete,0.2,eps,0.025,south,0.6,0.9,0.75,2.6,38.518,42.242,0.0,7.162
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,concrete,0.1,puf_sandwich_panel,0.05,none,0.0,south,0.6,1.5,0.75,3.5,42.425,49.941,0.0,7.131
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.05,puf_sandwich_panel,0.1,eps,0.025,west,0.6,0.6,0.45,3.5,34.769,38.177,0.0476,7.466
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,gi_sheet,0.002,eps,0.025,north,0.9,1.5,0.75,2.6,39.963,48.449,0.0119,7.382
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,brick,0.115,rcc_slab,0.2,eps,0.1,west,1.2,1.5,0.55,5.8,37.864,39.865,0.0,7.099
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.05,gi_sheet,0.002,eps,0.1,west,1.5,1.5,0.55,3.5,36.889,43.23,0.0238,7.435
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,gi_sheet,0.002,rcc_slab,0.25,eps,0.025,east,1.2,0.9,0.35,2.6,39.486,43.929,0.0,7.15
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,brick,0.23,mineral_wool,0.025,north,0.6,1.5,0.35,2.6,39.241,44.021,0.0,7.172
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,concrete,0.3,rcc_slab,0.1,mineral_wool,0.1,west,1.2,0.6,0.65,5.8,36.767,37.735,0.0,7.06
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,gi_sheet,0.002,rcc_slab,0.25,mineral_wool,0.025,south,0.9,1.2,0.75,2.6,39.842,44.638,0.0,7.149
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,brick,0.115,eps,0.05,west,0.9,0.9,0.85,3.5,38.833,43.732,0.0,7.237
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,rammed_earth,0.3,puf_sandwich_panel,0.075,none,0.0,west,1.2,1.5,0.65,5.8,39.566,42.226,0.0,7.076
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,rcc_slab,0.1,eps,0.025,south,1.5,0.9,0.85,2.6,40.308,47.634,0.0,7.235
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,rammed_earth,0.3,gi_sheet,0.002,mineral_wool,0.05,east,0.6,0.9,0.85,5.8,37.313,38.73,0.0,7.073
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,brick,0.345,concrete,0.1,eps,0.1,south,0.6,1.2,0.75,2.6,36.308,37.129,0.0,7.061
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,concrete,0.1,rcc_slab,0.2,eps,0.025,south,0.9,0.6,0.85,3.5,39.394,42.442,0.0,7.096
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,puf_sandwich_panel,0.05,none,0.0,south,0.9,0.6,0.85,3.5,42.29,54.017,0.0179,7.393
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,concrete,0.15,eps,0.025,south,0.6,0.6,0.55,5.8,39.296,44.56,0.0,7.196
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,rammed_earth,0.45,concrete,0.15,eps,0.025,west,1.5,0.9,0.65,5.8,38.48,40.211,0.0,7.054
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,brick,0.23,brick,0.23,mineral_wool,0.1,west,1.8,0.6,0.75,5.8,36.952,38.237,0.0,7.072
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,concrete,0.15,rcc_slab,0.1,mineral_wool,0.05,west,1.8,1.5,0.55,2.6,39.264,42.18,0.0,7.092
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,plywood,0.05,gi_sheet,0.002,mineral_wool,0.025,east,0.9,1.2,0.65,2.6,38.975,46.18,0.0,7.337
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,brick,0.115,concrete,0.2,mineral_wool,0.025,west,1.5,1.5,0.75,2.6,40.529,44.375,0.0,7.1
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,plywood,0.05,brick,0.115,none,0.0,west,1.5,1.5,0.35,2.6,42.347,52.383,0.0,7.224
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,plywood,0.03,brick,0.115,eps,0.05,south,0.6,0.6,0.55,2.6,37.141,40.987,0.0,7.236
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,brick,0.115,eps,0.1,north,1.2,0.9,0.75,2.6,37.423,41.257,0.0,7.235
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.05,brick,0.23,mineral_wool,0.025,west,1.5,1.5,0.65,5.8,38.969,42.977,0.0,7.182
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,rammed_earth,0.3,brick,0.23,mineral_wool,0.1,north,1.8,0.9,0.85,5.8,37.795,39.26,0.0,7.065
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,rcc_slab,0.2,eps,0.05,south,0.9,1.2,0.75,3.5,38.569,42.349,0.0,7.169
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,gi_sheet,0.002,none,0.0,west,1.2,0.6,0.75,3.5,43.964,58.74,0.0179,7.374
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,plywood,0.05,brick,0.115,mineral_wool,0.1,south,0.9,0.6,0.75,5.8,36.009,38.585,0.0,7.213
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,puf_sandwich_panel,0.05,eps,0.025,east,0.9,0.6,0.45,2.6,38.569,45.445,0.0179,7.397
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,rammed_earth,0.45,concrete,0.1,mineral_wool,0.025,west,1.5,0.9,0.65,5.8,38.388,40.082,0.0,7.056
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,concrete,0.3,gi_sheet,0.002,mineral_wool,0.05,west,1.5,0.9,0.75,5.8,37.995,39.641,0.0,7.064
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.05,brick,0.23,mineral_wool,0.05,east,0.6,1.2,0.45,3.5,36.11,38.396,0.0,7.181
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,concrete,0.1,puf_sandwich_panel,0.05,mineral_wool,0.05,east,0.6,1.5,0.85,3.5,38.054,40.894,0.0,7.129
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,plywood,0.03,concrete,0.2,mineral_wool,0.05,east,0.6,0.9,0.75,2.6,37.532,40.671,0.0,7.166
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,180.0,concrete,0.15,brick,0.115,mineral_wool,0.025,south,1.5,0.6,0.65,2.6,39.511,42.384,0.0,7.089
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,45.0,plywood,0.05,concrete,0.1,eps,0.025,south,1.8,1.5,0.55,5.8,39.861,46.278,0.0,7.221
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,90.0,concrete,0.3,rcc_slab,0.15,mineral_wool,0.025,west,1.2,1.5,0.75,3.5,39.497,41.757,0.0,7.06
Delhi,28.6139,77.209,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,puf_sandwich_panel,0.05,eps,0.025,east,0.6,0.9,0.35,3.5,38.429,45.361,0.0179,7.397
